-0.143,0.000,0.000,0.000,4453.125
-0.143,0.000,0.000,0.000,4335.937
-0.143,0.000,0.000,0.000,4406.250
-0.143,0.000,0.000,0.000,4335.937
-0.143,0.000,0.000,0.000,4335.937
-0.143,0.000,0.000,0.000,4500.000
-0.143,0.000,0.000,0.000,4500.000
-0.143,0.000,0.000,0.000,4382.812
-0.143,0.000,0.000,0.000,4335.937
-0.143,0.000,0.000,0.000,4429.687
-0.143,0.000,0.000,0.000,4546.875
-0.143,0.000,0.000,0.000,4476.562
-0.143,0.000,0.000,0.000,4382.812
-0.143,0.000,0.000,0.000,4359.375
-0.143,0.000,0.000,0.000,4476.562
-0.143,0.000,0.000,0.000,4570.312
-0.143,0.000,0.000,0.000,4570.312
-0.143,0.000,0.000,0.000,4500.000
-0.143,0.000,0.000,0.000,4382.812
-0.143,0.000,0.000,0.000,4523.437
-0.143,0.000,0.000,0.000,4429.687
-0.143,0.000,0.000,0.000,4546.875
-0.143,0.000,0.000,0.000,4593.750
-0.143,0.000,0.000,0.000,4570.312
-0.143,0.000,0.000,0.000,4476.562
-0.143,0.000,0.000,0.000,4406.250
-0.143,0.000,0.000,0.000,4523.437
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4523.437
-0.143,0.000,0.000,0.000,4453.125
-0.143,0.000,0.000,0.000,4546.875
-0.143,0.000,0.000,0.000,4664.062
-0.143,0.000,0.000,0.000,4687.500
-0.143,0.000,0.000,0.000,4593.750
-0.143,0.000,0.000,0.000,4500.000
-0.143,0.000,0.000,0.000,4593.750
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4640.625
-0.143,0.000,0.000,0.000,4734.375
-0.143,0.000,0.000,0.000,4757.812
-0.143,0.000,0.000,0.000,4546.875
-0.143,0.000,0.000,0.000,4664.062
-0.143,0.000,0.000,0.000,4546.875
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4734.375
-0.143,0.000,0.000,0.000,4640.625
-0.143,0.000,0.000,0.000,4757.812
-0.143,0.000,0.000,0.000,4664.062
-0.143,0.000,0.000,0.000,4781.250
-0.143,0.000,0.000,0.000,4781.250
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4828.125
-0.143,0.000,0.000,0.000,4617.187
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4640.625
-0.143,0.000,0.000,0.000,4757.812
-0.143,0.000,0.000,0.000,4875.000
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4781.250
-0.143,0.000,0.000,0.000,4898.437
-0.143,0.000,0.000,0.000,4804.687
-0.143,0.000,0.000,0.000,4921.875
-0.143,0.000,0.000,0.000,4828.125
-0.143,0.000,0.000,0.000,4710.937
-0.143,0.000,0.000,0.000,4734.375
-0.143,0.000,0.000,0.000,4757.812
-0.143,0.000,0.000,0.000,4734.375
-0.143,0.000,0.000,0.000,4781.250
-0.143,0.000,0.000,0.000,4875.000
-0.143,0.000,0.000,0.000,4945.312
-0.143,0.000,0.000,0.000,4851.562
-0.143,0.000,0.000,0.000,4757.812
-0.143,0.000,0.000,0.000,4945.312
-0.143,0.000,0.000,0.000,4851.562
-0.143,0.000,0.000,0.000,4968.750
-0.143,0.000,0.000,0.000,4968.750
-0.143,0.000,0.000,0.000,4992.187
-0.143,0.000,0.000,0.000,4968.750
-0.143,0.000,0.000,0.000,5015.625
-0.143,0.000,0.000,0.000,4968.750
-0.143,0.000,0.000,0.000,4898.437
-0.143,0.000,0.000,0.000,4804.687
-0.143,0.000,0.000,0.000,4898.437
-0.143,0.000,0.000,0.000,4828.125
-0.143,0.000,0.000,0.000,5062.500
-0.143,0.000,0.000,0.000,4992.187
-0.143,0.000,0.000,0.000,4875.000
-0.143,0.000,0.000,0.000,4875.000
-0.143,0.000,0.000,0.000,4968.750
-0.143,0.000,0.000,0.000,4992.187
-0.143,0.000,0.000,0.000,4875.000
-0.143,0.000,0.000,0.000,5109.375
-0.143,0.000,0.000,0.000,5015.625
-0.143,0.000,0.000,0.000,4898.437
-0.143,0.000,0.000,0.000,4945.312
-0.143,0.000,0.000,0.000,5039.062
-0.143,0.000,0.000,0.000,5109.375
-0.143,0.000,0.000,0.000,5015.625
-0.143,0.000,0.000,0.000,4921.875
-0.143,0.000,0.000,0.000,4992.187
-0.143,0.000,0.000,0.000,5109.375
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5039.062
-0.143,0.000,0.000,0.000,4945.312
-0.143,0.000,0.000,0.000,5015.625
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5039.062
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5039.062
-0.143,0.000,0.000,0.000,4992.187
-0.143,0.000,0.000,0.000,5085.937
-0.143,0.000,0.000,0.000,5203.125
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5039.062
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5226.562
-0.143,0.000,0.000,0.000,5132.812
-0.143,0.000,0.000,0.000,5250.000
-0.143,0.000,0.000,0.000,5156.250
-0.143,0.000,0.000,0.000,5039.062
-0.143,0.000,0.000,0.000,5085.937
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5250.000
-0.143,0.000,0.000,0.000,5156.250
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5062.500
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5062.500
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5085.937
-0.143,0.000,0.000,0.000,5156.250
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5109.375
-0.143,0.000,0.000,0.000,5203.125
-0.143,0.000,0.000,0.000,5320.312
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5156.250
-0.143,0.000,0.000,0.000,5343.750
-0.143,0.000,0.000,0.000,5250.000
-0.143,0.000,0.000,0.000,5156.250
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5156.250
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5203.125
-0.143,0.000,0.000,0.000,5179.687
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5203.125
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5320.312
-0.143,0.000,0.000,0.000,5437.500
-0.143,0.000,0.000,0.000,5320.312
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5250.000
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5250.000
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5343.750
-0.143,0.000,0.000,0.000,5437.500
-0.143,0.000,0.000,0.000,5484.375
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5273.437
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5484.375
-0.143,0.000,0.000,0.000,5484.375
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5296.875
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5343.750
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5484.375
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5343.750
-0.143,0.000,0.000,0.000,5414.062
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5578.125
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5367.187
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5390.625
-0.143,0.000,0.000,0.000,5484.375
-0.143,0.000,0.000,0.000,5601.562
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5437.500
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5414.062
-0.143,0.000,0.000,0.000,5414.062
-0.143,0.000,0.000,0.000,5507.812
-0.143,0.000,0.000,0.000,5625.000
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5414.062
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5625.000
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5625.000
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5625.000
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5414.062
-0.143,0.000,0.000,0.000,5507.812
-0.143,0.000,0.000,0.000,5601.562
-0.143,0.000,0.000,0.000,5507.812
-0.143,0.000,0.000,0.000,5625.000
-0.143,0.000,0.000,0.000,5507.812
-0.143,0.000,0.000,0.000,5625.000
-0.143,0.000,0.000,0.000,5601.562
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5437.500
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5531.250
-0.143,0.000,0.000,0.000,5460.937
-0.143,0.000,0.000,0.000,5554.687
-0.143,0.000,0.000,0.000,5507.812
-0.143,0.000,0.000,0.000,5460.937
