-1.432,-23.491,0.000,-99.981,0.000
-39.534,23.491,28.602,1219.770,0.000
0.000,0.286,0.000,0.000,0.000
-0.286,0.000,-0.014,0.000,0.000
-0.859,-0.573,0.000,9.998,0.000
-0.286,-0.286,0.000,0.000,0.000
-0.286,-0.573,-0.056,0.000,0.000
0.000,-0.286,-0.224,9.998,0.000
0.000,0.000,-0.014,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
-0.286,-0.286,0.000,0.000,0.000
0.000,0.286,0.000,0.000,0.000
-0.286,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
0.000,-0.286,-0.014,0.000,0.000
0.000,-0.286,-0.070,0.000,0.000
0.000,-0.286,-0.098,0.000,0.000
0.286,0.000,-0.154,9.998,0.000
0.286,0.286,-0.056,0.000,0.000
0.286,0.286,0.000,0.000,0.000
0.000,0.286,0.000,0.000,0.000
0.000,-0.286,-0.014,0.000,0.000
-0.286,0.000,-0.084,0.000,0.000
0.000,-0.286,-0.014,0.000,0.000
-0.286,-0.286,0.000,9.998,0.000
-0.286,-0.286,0.000,0.000,0.000
-0.286,-0.573,-0.014,0.000,0.000
0.000,0.000,-0.014,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
0.000,0.000,-0.014,0.000,0.000
0.000,-0.573,-0.070,0.000,0.000
0.000,-0.286,-0.014,0.000,0.000
0.000,0.000,-0.028,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-0.286,-0.014,9.998,0.000
0.573,0.000,-0.224,0.000,0.000
0.000,0.000,-0.014,-9.998,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.286,0.000,-0.028,0.000,0.000
0.286,0.000,-0.028,0.000,0.000
0.000,0.000,-0.014,0.000,0.000
0.000,0.000,-0.028,9.998,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-0.286,0.000,0.000,0.000
-0.573,-0.859,0.000,0.000,0.000
-0.286,-0.286,-0.028,-9.998,0.000
0.000,-0.286,-0.126,-9.998,0.000
-0.286,-0.286,-0.196,0.000,0.000
-0.573,0.000,-0.210,0.000,0.000
-0.286,-0.573,-0.140,-9.998,0.000
-0.573,-0.859,-0.098,-9.998,0.000
-0.859,-0.859,-0.014,-9.998,0.000
-1.719,-2.578,0.000,9.998,0.000
-1.432,-2.292,0.000,-9.998,0.000
-1.719,-2.292,-0.014,-19.996,0.000
-1.146,-1.719,0.000,0.000,0.000
-1.146,-1.719,-0.014,-9.998,0.000
-1.146,-1.432,-0.070,-9.998,0.000
-1.146,-1.719,-0.140,-19.996,0.000
-1.432,-1.719,-0.126,-9.998,0.000
