3.302,3.335,3.152,2.793,2.289,0.000
-1.819,-3.162,-4.348,-5.216,-5.677,1.000
-0.282,-1.075,-1.817,-2.405,-2.777,2.000
-0.359,-1.179,-1.944,-2.545,-2.922,3.000
9.748,11.968,-23.866,4.510,-8.164,4.000
10.412,12.891,-25.723,4.146,-5.901,5.000
10.641,13.264,-26.481,3.678,-6.454,6.000
10.516,13.180,-26.324,3.191,-5.380,7.000
10.146,12.767,-25.507,2.760,-4.266,8.000
9.653,12.175,-24.329,2.442,-2.806,9.000
9.155,11.555,-23.092,2.268,-3.524,10.000
9.237,11.562,-23.092,2.886,-1.309,11.000
9.237,11.562,-23.092,2.886,-3.418,12.000
9.237,11.562,-23.092,2.886,-5.582,13.000
9.237,11.562,-23.092,2.886,-7.080,14.000
9.237,11.562,-23.092,2.886,-4.835,15.000
9.237,11.562,-23.092,2.886,-5.246,16.000
9.237,11.562,-23.092,2.886,-6.089,17.000
9.237,11.562,-23.092,2.886,-6.686,18.000
9.237,11.562,-23.092,2.886,-7.337,19.000
9.237,11.562,-23.092,2.886,-7.804,20.000
9.237,11.562,-23.092,2.886,-8.667,21.000
9.237,11.562,-23.092,2.886,-9.224,22.000
9.237,11.562,-23.092,2.886,-7.269,23.000
9.237,11.562,-23.092,2.886,-7.827,24.000
9.237,11.562,-23.092,2.886,-6.838,25.000
9.237,11.562,-23.092,2.886,-7.322,26.000
9.237,11.562,-23.092,2.886,-7.830,27.000
9.237,11.562,-23.092,2.886,-6.833,28.000
9.237,11.562,-23.092,2.886,-3.795,29.000
9.237,11.562,-23.092,2.886,-3.031,30.000
9.237,11.562,-23.092,2.886,-3.870,31.000
9.237,11.562,-23.092,2.886,-4.947,32.000
9.237,11.562,-23.092,2.886,-5.589,33.000
9.237,11.562,-23.092,2.886,-2.829,34.000
9.237,11.562,-23.092,2.886,-2.771,35.000
9.237,11.562,-23.092,2.886,-3.344,36.000
9.237,11.562,-23.092,2.886,-1.717,37.000
9.237,11.562,-23.092,2.886,-3.274,38.000
9.237,11.562,-23.092,2.886,-3.102,39.000
9.237,11.562,-23.092,2.886,-3.057,40.000
9.237,11.562,-23.092,2.886,-2.032,41.000
9.237,11.562,-23.092,2.886,-4.010,42.000
9.237,11.562,-23.092,2.886,-4.579,43.000
9.237,11.562,-23.092,2.886,-3.669,44.000
9.237,11.562,-23.092,2.886,-2.132,45.000
9.237,11.562,-23.092,2.886,-1.238,46.000
9.237,11.562,-23.092,2.886,-0.757,47.000
9.237,11.562,-23.092,2.886,1.558,48.000
9.237,11.562,-23.092,2.886,1.307,49.000
9.237,11.562,-23.092,2.886,-1.593,50.000
9.237,11.562,-23.092,2.886,-4.083,51.000
9.237,11.562,-23.092,2.886,-4.514,52.000
9.237,11.562,-23.092,2.886,-5.355,53.000
9.237,11.562,-23.092,2.886,-6.327,54.000
9.237,11.562,-23.092,2.886,-3.749,55.000
9.237,11.562,-23.092,2.886,-4.449,56.000
9.237,11.562,-23.092,2.886,-3.956,57.000
9.237,11.562,-23.092,2.886,-4.257,58.000
9.237,11.562,-23.092,2.886,-4.951,59.000
9.237,11.562,-23.092,2.886,-6.046,60.000
9.237,11.562,-23.092,2.886,-7.578,61.000
9.237,11.562,-23.092,2.886,-8.726,62.000
9.237,11.562,-23.092,2.886,-9.241,63.000
9.237,11.562,-23.092,2.886,-9.503,64.000
9.237,11.562,-23.092,2.886,-8.452,65.000
9.237,11.562,-23.092,2.886,-8.642,66.000
9.237,11.562,-23.092,2.886,-5.760,67.000
9.237,11.562,-23.092,2.886,-4.512,68.000
9.237,11.562,-23.092,2.886,-5.755,69.000
9.237,11.562,-23.092,2.886,-6.570,70.000
9.237,11.562,-23.092,2.886,-7.459,71.000
9.237,11.562,-23.092,2.886,-6.677,72.000
9.237,11.562,-23.092,2.886,-7.486,73.000
9.237,11.562,-23.092,2.886,-8.076,74.000
9.237,11.562,-23.092,2.886,-7.795,75.000
9.237,11.562,-23.092,2.886,-4.345,76.000
9.237,11.562,-23.092,2.886,-3.576,77.000
9.237,11.562,-23.092,2.886,-3.223,78.000
9.237,11.562,-23.092,2.886,-4.021,79.000
9.237,11.562,-23.092,2.886,-5.287,80.000
9.237,11.562,-23.092,2.886,-3.295,81.000
9.237,11.562,-23.092,2.886,-3.116,82.000
9.237,11.562,-23.092,2.886,-3.310,83.000
9.237,11.562,-23.092,2.886,-4.653,84.000
9.237,11.562,-23.092,2.886,-6.072,85.000
9.237,11.562,-23.092,2.886,-7.800,86.000
9.237,11.562,-23.092,2.886,-8.956,87.000
9.237,11.562,-23.092,2.886,-6.613,88.000
9.237,11.562,-23.092,2.886,-7.399,89.000
9.237,11.562,-23.092,2.886,-8.133,90.000
9.237,11.562,-23.092,2.886,-7.172,91.000
9.237,11.562,-23.092,2.886,-5.394,92.000
9.237,11.562,-23.092,2.886,-4.268,93.000
9.237,11.562,-23.092,2.886,-4.827,94.000
9.237,11.562,-23.092,2.886,-2.134,95.000
9.237,11.562,-23.092,2.886,-1.920,96.000
9.237,11.562,-23.092,2.886,-3.106,97.000
9.237,11.562,-23.092,2.886,-4.290,98.000
9.237,11.562,-23.092,2.886,-5.243,99.000
9.237,11.562,-23.092,2.886,-6.046,100.000
9.237,11.562,-23.092,2.886,-7.415,101.000
9.237,11.562,-23.092,2.886,-6.757,102.000
9.237,11.562,-23.092,2.886,-4.531,103.000
9.237,11.562,-23.092,2.886,-3.638,104.000
9.237,11.562,-23.092,2.886,-4.729,105.000
9.237,11.562,-23.092,2.886,-5.540,106.000
9.237,11.562,-23.092,2.886,-6.458,107.000
9.237,11.562,-23.092,2.886,-5.307,108.000
9.237,11.562,-23.092,2.886,-3.464,109.000
9.237,11.562,-23.092,2.886,-3.376,110.000
9.237,11.562,-23.092,2.886,-5.318,111.000
9.237,11.562,-23.092,2.886,-5.319,112.000
9.237,11.562,-23.092,2.886,-6.914,113.000
9.237,11.562,-23.092,2.886,-9.552,114.000
9.237,11.562,-23.092,2.886,-11.695,115.000
9.237,11.562,-23.092,2.886,-13.329,116.000
9.237,11.562,-23.092,2.886,-12.241,117.000
9.237,11.562,-23.092,2.886,-10.426,118.000
9.237,11.562,-23.092,2.886,-9.743,119.000
9.232,11.558,-23.092,13.351,-9.143,120.000
9.108,11.473,-23.093,36.136,-7.390,121.000
8.779,11.288,-23.094,50.627,-6.098,122.000
8.206,11.013,-23.095,56.390,-4.829,123.000
7.495,10.728,-23.095,54.559,-4.140,124.000
6.671,10.446,-23.095,47.794,-4.135,125.000
5.708,10.179,-23.094,40.047,-4.342,126.000
4.688,9.956,-23.093,32.475,-4.426,127.000
3.560,9.758,-23.093,25.401,-4.178,128.000
2.446,9.606,-23.092,17.433,-4.343,129.000
1.407,9.515,-23.091,12.197,-4.646,130.000
0.399,9.461,-23.091,14.823,-5.106,131.000
-0.570,9.427,-23.091,21.131,-4.742,132.000
-1.456,9.411,-23.091,24.749,-4.635,133.000
-2.239,9.404,-23.091,28.353,-4.866,134.000
-2.929,9.416,-23.092,35.060,-5.227,135.000
-3.500,9.443,-23.092,42.118,-5.608,136.000
-4.040,9.459,-23.092,48.274,-5.228,137.000
-4.530,9.452,-23.092,52.450,-4.781,138.000
-4.998,9.416,-23.092,55.102,-4.484,139.000
-5.435,9.345,-23.092,55.914,-4.272,140.000
-5.841,9.250,-23.092,56.509,-4.043,141.000
-6.201,9.142,-23.092,56.943,-3.904,142.000
-6.568,9.030,-23.092,56.663,-3.599,143.000
-6.896,8.925,-23.092,56.422,-3.437,144.000
-7.192,8.825,-23.092,56.321,-3.403,145.000
-7.466,8.730,-23.092,56.989,-3.592,146.000
-7.718,8.631,-23.092,57.749,-3.644,147.000
-7.925,8.541,-23.092,58.255,-3.553,148.000
-8.054,8.462,-23.092,58.375,-3.630,149.000
-8.086,8.402,-23.092,58.313,-3.751,150.000
-8.006,8.370,-23.092,58.131,-3.721,151.000
-7.813,8.364,-23.092,58.023,-3.384,152.000
-7.465,8.390,-23.092,58.620,-3.650,153.000
-6.987,8.437,-23.092,59.186,-3.744,154.000
-6.398,8.491,-23.092,59.827,-3.838,155.000
-5.767,8.544,-23.092,60.350,-3.625,156.000
-5.124,8.594,-23.092,60.729,-3.586,157.000
