-0.576,-1.400,-2.149,-2.717,-3.047,0.000
-0.576,-1.400,-2.149,-2.717,-3.047,1.000
-0.576,-1.400,-2.149,-2.717,-3.047,2.000
-0.653,-1.504,-2.275,-2.858,-3.192,3.000
2.090,2.306,-6.881,-1.240,-2.717,4.000
2.452,2.780,-7.671,-1.153,-2.812,5.000
2.846,3.312,-8.452,-0.998,-2.842,6.000
3.243,3.859,-9.172,-0.793,-2.811,7.000
3.613,4.378,-9.785,-0.561,-2.730,8.000
3.929,4.832,-10.262,-0.326,-2.616,9.000
4.176,5.194,-10.593,-0.112,-2.489,10.000
4.332,5.413,-10.842,-0.008,-2.447,11.000
4.413,5.531,-10.956,0.057,-2.412,12.000
4.429,5.557,-10.952,0.087,-2.383,13.000
4.391,5.510,-10.863,0.085,-2.514,14.000
4.391,5.514,-10.837,0.104,-2.363,15.000
4.371,5.490,-10.786,0.105,-2.500,16.000
4.341,5.449,-10.722,0.095,-2.366,17.000
4.306,5.402,-10.657,0.079,-2.366,18.000
4.273,5.356,-10.597,0.061,-2.365,19.000
4.244,5.316,-10.547,0.045,-2.363,20.000
4.221,5.284,-10.507,0.033,-2.508,21.000
4.204,5.261,-10.479,0.022,-2.525,22.000
4.192,5.243,-10.459,0.014,-2.393,23.000
4.183,5.231,-10.446,0.007,-2.539,24.000
4.176,5.221,-10.436,0.002,-2.409,25.000
4.173,5.215,-10.431,-0.002,-2.403,26.000
4.171,5.213,-10.430,-0.003,-2.399,27.000
4.171,5.212,-10.431,-0.004,-2.388,28.000
4.172,5.213,-10.433,-0.005,-2.377,29.000
4.173,5.215,-10.436,-0.004,-2.366,30.000
4.174,5.217,-10.439,-0.004,-2.356,31.000
4.175,5.219,-10.441,-0.003,-2.352,32.000
4.177,5.220,-10.444,-0.003,-2.350,33.000
4.178,5.222,-10.446,-0.002,-2.346,34.000
4.179,5.223,-10.448,-0.002,-2.348,35.000
4.180,5.225,-10.449,-0.001,-2.347,36.000
4.180,5.225,-10.450,-0.001,-2.347,37.000
4.181,5.226,-10.451,-0.000,-2.347,38.000
4.181,5.226,-10.451,-0.000,-2.498,39.000
4.181,5.227,-10.451,0.000,-2.520,40.000
4.181,5.227,-10.451,0.000,-2.393,41.000
4.181,5.227,-10.451,0.000,-2.394,42.000
4.181,5.227,-10.451,0.000,-2.392,43.000
4.181,5.227,-10.451,0.000,-2.387,44.000
4.181,5.227,-10.451,0.000,-2.380,45.000
4.181,5.227,-10.451,0.000,-2.372,46.000
4.181,5.226,-10.451,0.000,-2.364,47.000
4.181,5.226,-10.451,0.000,-2.356,48.000
4.181,5.226,-10.451,0.000,-2.499,49.000
4.181,5.226,-10.451,0.000,-2.371,50.000
4.181,5.226,-10.451,0.000,-2.522,51.000
4.181,5.226,-10.451,0.000,-2.392,52.000
4.181,5.226,-10.451,0.000,-2.540,53.000
4.181,5.226,-10.451,-0.000,-2.408,54.000
4.181,5.226,-10.451,-0.000,-2.552,55.000
4.181,5.226,-10.451,-0.000,-2.417,56.000
4.181,5.226,-10.451,-0.000,-2.557,57.000
4.181,5.226,-10.451,-0.000,-2.418,58.000
4.181,5.226,-10.451,-0.000,-2.407,59.000
4.181,5.226,-10.451,-0.000,-2.397,60.000
4.181,5.226,-10.451,-0.000,-2.384,61.000
4.181,5.226,-10.451,-0.000,-2.524,62.000
4.181,5.226,-10.451,-0.000,-2.384,63.000
4.181,5.226,-10.451,-0.000,-2.528,64.000
4.181,5.226,-10.451,-0.000,-2.392,65.000
4.181,5.226,-10.451,-0.000,-2.538,66.000
4.181,5.226,-10.451,-0.000,-2.403,67.000
4.181,5.226,-10.451,-0.000,-2.400,68.000
4.181,5.226,-10.451,0.000,-2.541,69.000
4.181,5.226,-10.451,0.000,-2.553,70.000
4.181,5.226,-10.451,0.000,-2.415,71.000
4.181,5.226,-10.451,0.000,-2.406,72.000
4.181,5.226,-10.451,0.000,-2.398,73.000
4.181,5.226,-10.451,0.000,-2.535,74.000
4.181,5.226,-10.451,0.000,-2.399,75.000
4.181,5.226,-10.451,0.000,-2.388,76.000
4.181,5.226,-10.451,0.000,-2.531,77.000
4.181,5.226,-10.451,0.000,-2.542,78.000
4.181,5.226,-10.451,0.000,-2.405,79.000
4.181,5.226,-10.451,0.000,-2.401,80.000
4.181,5.226,-10.451,0.000,-2.396,81.000
4.181,5.226,-10.451,0.000,-2.386,82.000
4.181,5.226,-10.451,-0.000,-2.525,83.000
4.181,5.226,-10.451,-0.000,-2.386,84.000
4.181,5.226,-10.451,-0.000,-2.531,85.000
4.181,5.226,-10.451,-0.000,-2.544,86.000
4.181,5.226,-10.451,-0.000,-2.558,87.000
4.181,5.226,-10.451,-0.000,-2.577,88.000
4.181,5.226,-10.451,-0.000,-2.445,89.000
4.181,5.226,-10.451,-0.000,-2.434,90.000
4.181,5.226,-10.451,-0.000,-2.420,91.000
4.181,5.226,-10.451,-0.000,-2.404,92.000
4.181,5.226,-10.451,-0.000,-2.386,93.000
4.181,5.226,-10.451,-0.000,-2.373,94.000
4.181,5.226,-10.451,-0.000,-2.358,95.000
4.181,5.226,-10.451,-0.000,-2.500,96.000
4.181,5.226,-10.451,0.000,-2.367,97.000
4.181,5.226,-10.451,0.000,-2.366,98.000
4.181,5.226,-10.451,0.000,-2.366,99.000
4.181,5.226,-10.451,0.000,-2.363,100.000
4.181,5.226,-10.451,0.000,-2.510,101.000
4.181,5.226,-10.451,0.000,-2.379,102.000
4.181,5.226,-10.451,0.000,-2.376,103.000
4.181,5.226,-10.451,0.000,-2.522,104.000
4.181,5.226,-10.451,0.000,-2.390,105.000
4.181,5.226,-10.451,0.000,-2.535,106.000
